Computation Time (s),Average Daily Temperature Variation (°C),Average Daily Energy Consumption (kWh),Average Daily Reward
4.299295902252197,2.7051936123106213,336662.9524230957,[-6.4766846]
4.205010175704956,1.8564547167883978,330490.1533126831,[-4.4732637]
4.248086929321289,2.013353771633572,332981.72187805176,[-4.777674]
4.248716115951538,1.9635532034768,349950.2868652344,[-4.669973]
4.214749813079834,2.6586952010790506,315134.3755722046,[-6.3389993]
4.2345170974731445,2.4464725255966187,331322.2074508667,[-5.93042]
4.142913818359375,2.986859222253164,315309.0534210205,[-7.052035]
4.205530881881714,2.6627838810284934,312660.82096099854,[-6.341442]
4.227930068969727,2.7493635018666587,307013.59272003174,[-6.5627327]
4.235071897506714,2.5243282185660467,321196.5055465698,[-6.024945]
4.206250905990601,2.3384051985210843,318294.5680618286,[-5.4950223]
4.215282201766968,2.7291516529189215,260123.41785430908,[-6.043301]
4.245895147323608,2.869804706838396,258292.3197746277,[-6.3880334]
4.2307679653167725,2.253746920161777,271279.9301147461,[-5.1886563]
4.48748517036438,2.3141421344545154,283158.96224975586,[-5.3734126]
4.3365278244018555,2.007759173711141,287010.69164276123,[-4.6700606]
4.534259796142578,3.022284004423353,355010.8833312988,[-7.329487]
4.416515111923218,2.5489470428890653,343499.8712539673,[-6.4462185]
4.3670268058776855,5.1748544573783875,375172.4796295166,[-11.760948]
4.441303968429565,3.61107693778144,390082.11040496826,[-8.57282]
4.524098873138428,3.904052641656664,473260.18714904785,[-9.502267]
4.56109881401062,3.1890467405319214,396229.9461364746,[-7.7780414]
4.482096910476685,2.7077981299824185,373786.37409210205,[-6.5334153]
4.345008850097656,2.3845942351553173,348244.6575164795,[-5.6921806]
4.270525217056274,4.090378026167552,453368.465423584,[-9.70742]
4.550817012786865,3.6621671120325723,490317.02613830566,[-8.854806]
4.443406820297241,2.884683675236172,413600.1281738281,[-7.118864]
4.405512094497681,3.098468820254008,359311.0704421997,[-7.5020394]
4.343429803848267,3.1033600767453513,336942.928314209,[-7.0828214]
4.606001138687134,2.627916137377421,343469.54441070557,[-6.1178517]
4.280652046203613,2.631282581223382,343566.3433074951,[-6.230987]
4.348850965499878,2.6929328772756786,338847.9700088501,[-6.2504983]
4.42457914352417,3.4936589201291404,295000.4210472107,[-7.696739]
4.374880075454712,3.529727107948727,282660.40897369385,[-7.7294846]
4.412342071533203,4.588523169358571,289832.7121734619,[-9.786958]
4.449853181838989,4.19451943371031,298281.62384033203,[-9.056259]
4.265322923660278,4.386327849494086,287766.1657333374,[-9.396307]
4.3147101402282715,4.061732523971134,292121.1967468262,[-8.796767]
4.313745975494385,3.6217864089541965,308422.37281799316,[-7.959252]
4.337134838104248,4.425335420502557,297573.58169555664,[-9.530654]
4.2681097984313965,4.416402267085181,291976.70459747314,[-9.450424]
4.378738880157471,4.180085586176978,286557.6057434082,[-8.963077]
