Version, 1.3 ,Room Amount, 6 ,Occupant Amount, 16
Start Time, 1-1 ,End Time, 12-32,Number of Steps per Hour, 6
Room Number,0,1,2,3,4,5,6,-1, 
Room ID,S0_Outdoor,S1_PERIMETER_ZN_1,S2_CORE_ZN,S3_ATTIC,S4_PERIMETER_ZN_2,S5_PERIMETER_ZN_3,S6_PERIMETER_ZN_4,Outside building, 
Occupant Number,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
Occupant ID,S1_PERIMETER_ZN_1_O1,S1_PERIMETER_ZN_1_O2,S1_PERIMETER_ZN_1_O3,S1_PERIMETER_ZN_1_O4,S1_PERIMETER_ZN_1_O5,S4_PERIMETER_ZN_2_O1,S4_PERIMETER_ZN_2_O2,S4_PERIMETER_ZN_2_O3,S5_PERIMETER_ZN_3_O1,S5_PERIMETER_ZN_3_O2,S5_PERIMETER_ZN_3_O3,S5_PERIMETER_ZN_3_O4,S5_PERIMETER_ZN_3_O5,S6_PERIMETER_ZN_4_O1,S6_PERIMETER_ZN_4_O2,S6_PERIMETER_ZN_4_O3,
Step,Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,
36246, 9/9 17:0:00, 1,1,1,0,0,4,3,0,5,5,5,5,-1,4,3,4,
36247, 9/9 17:10:00, 1,1,1,0,1,4,4,4,5,5,5,5,-1,5,6,6,
36248, 9/9 17:20:00, 1,-1,1,-1,6,4,4,-1,5,5,-1,0,-1,6,0,6,
36249, 9/9 17:30:00, 1,-1,1,-1,5,4,4,-1,5,0,-1,-1,-1,-1,6,-1,
36250, 9/9 17:40:00, 1,-1,1,-1,-1,4,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,
36251, 9/9 17:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36252, 9/9 18:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36253, 9/9 18:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36254, 9/9 18:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36255, 9/9 18:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36256, 9/9 18:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36257, 9/9 18:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36258, 9/9 19:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36259, 9/9 19:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36260, 9/9 19:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36261, 9/9 19:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36262, 9/9 19:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36263, 9/9 19:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36264, 9/9 20:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36265, 9/9 20:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36266, 9/9 20:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36267, 9/9 20:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36268, 9/9 20:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36269, 9/9 20:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36270, 9/9 21:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36271, 9/9 21:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36272, 9/9 21:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36273, 9/9 21:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36274, 9/9 21:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36275, 9/9 21:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36276, 9/9 22:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36277, 9/9 22:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36278, 9/9 22:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36279, 9/9 22:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36280, 9/9 22:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36281, 9/9 22:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36282, 9/9 23:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36283, 9/9 23:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36284, 9/9 23:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36285, 9/9 23:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36286, 9/9 23:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36287, 9/9 23:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36288, 9/10 0:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36289, 9/10 0:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36290, 9/10 0:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36291, 9/10 0:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36292, 9/10 0:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36293, 9/10 0:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36294, 9/10 1:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36295, 9/10 1:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36296, 9/10 1:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36297, 9/10 1:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36298, 9/10 1:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36299, 9/10 1:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36300, 9/10 2:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36301, 9/10 2:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36302, 9/10 2:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36303, 9/10 2:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36304, 9/10 2:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36305, 9/10 2:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36306, 9/10 3:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36307, 9/10 3:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36308, 9/10 3:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36309, 9/10 3:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36310, 9/10 3:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36311, 9/10 3:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36312, 9/10 4:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36313, 9/10 4:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36314, 9/10 4:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36315, 9/10 4:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36316, 9/10 4:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36317, 9/10 4:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36318, 9/10 5:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36319, 9/10 5:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36320, 9/10 5:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36321, 9/10 5:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36322, 9/10 5:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36323, 9/10 5:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36324, 9/10 6:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36325, 9/10 6:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36326, 9/10 6:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36327, 9/10 6:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36328, 9/10 6:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36329, 9/10 6:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36330, 9/10 7:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36331, 9/10 7:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36332, 9/10 7:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36333, 9/10 7:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36334, 9/10 7:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36335, 9/10 7:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36336, 9/10 8:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36337, 9/10 8:10:00, -1,-1,1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36338, 9/10 8:20:00, -1,-1,1,-1,-1,4,-1,-1,5,-1,-1,-1,-1,6,6,-1,
36339, 9/10 8:30:00, 2,-1,1,-1,2,4,4,4,5,5,-1,-1,-1,6,6,6,
36340, 9/10 8:40:00, 2,-1,0,-1,2,4,4,4,5,5,-1,-1,-1,6,6,6,
36341, 9/10 8:50:00, 2,-1,0,1,2,4,6,4,5,0,5,-1,5,6,6,5,
36342, 9/10 9:0:00, 2,-1,1,1,2,4,5,5,5,5,5,-1,5,4,6,4,
36343, 9/10 9:10:00, 2,-1,1,1,2,4,1,3,5,5,5,-1,4,6,6,6,
36344, 9/10 9:20:00, 2,-1,1,1,2,0,1,4,5,5,5,5,4,6,5,6,
36345, 9/10 9:30:00, 1,-1,1,2,1,4,6,2,5,2,2,2,2,6,2,2,
36346, 9/10 9:40:00, 3,-1,1,2,1,4,6,2,5,2,2,2,2,6,2,2,
36347, 9/10 9:50:00, 1,1,1,2,1,4,4,2,5,2,2,2,2,6,2,2,
36348, 9/10 10:0:00, 3,1,1,2,1,4,4,2,5,2,2,2,2,6,2,2,
36349, 9/10 10:10:00, 0,1,1,2,1,4,4,2,5,2,2,2,2,6,2,2,
36350, 9/10 10:20:00, 0,1,1,2,1,4,4,2,0,2,2,2,2,6,2,2,
36351, 9/10 10:30:00, 2,4,1,2,1,4,2,4,2,2,5,2,5,2,2,6,
36352, 9/10 10:40:00, 2,1,1,2,0,1,2,4,2,2,5,2,5,2,2,6,
36353, 9/10 10:50:00, 2,1,1,2,4,6,2,4,2,2,5,2,5,2,2,6,
36354, 9/10 11:0:00, 2,1,6,2,3,3,2,4,2,2,5,2,5,2,2,6,
36355, 9/10 11:10:00, 2,1,3,2,1,4,2,4,2,2,5,2,5,2,2,-1,
36356, 9/10 11:20:00, 2,1,0,2,1,4,2,0,2,2,-1,2,5,2,2,-1,
36357, 9/10 11:30:00, 1,1,0,1,0,0,4,4,5,5,-1,5,6,6,6,-1,
36358, 9/10 11:40:00, 1,1,1,0,6,0,4,4,5,5,-1,3,0,-1,6,-1,
36359, 9/10 11:50:00, 1,1,-1,0,4,-1,4,4,5,5,-1,5,5,-1,6,6,
36360, 9/10 12:0:00, 1,1,-1,1,5,-1,4,4,5,5,-1,-1,-1,-1,-1,6,
36361, 9/10 12:10:00, -1,1,-1,0,5,-1,4,4,5,5,5,-1,-1,6,-1,6,
36362, 9/10 12:20:00, -1,1,-1,1,-1,-1,4,4,-1,5,5,-1,-1,6,-1,6,
36363, 9/10 12:30:00, -1,-1,-1,0,-1,-1,4,0,-1,5,5,-1,-1,6,-1,6,
36364, 9/10 12:40:00, -1,-1,1,0,-1,4,-1,0,-1,-1,5,5,5,6,6,6,
36365, 9/10 12:50:00, -1,-1,1,-1,-1,4,-1,4,-1,-1,0,5,5,6,6,6,
36366, 9/10 13:0:00, 1,-1,1,-1,1,0,-1,-1,-1,-1,5,3,3,1,6,6,
36367, 9/10 13:10:00, 5,1,1,-1,1,0,-1,-1,5,-1,5,5,5,6,6,6,
36368, 9/10 13:20:00, 4,1,1,-1,1,6,-1,-1,5,5,5,3,3,6,6,6,
36369, 9/10 13:30:00, 1,1,1,1,1,3,4,-1,5,5,5,5,5,6,6,6,
36370, 9/10 13:40:00, 1,1,0,1,1,6,4,4,5,5,6,5,5,6,6,6,
36371, 9/10 13:50:00, 1,0,0,1,1,6,4,4,5,5,6,5,0,6,6,6,
36372, 9/10 14:0:00, 2,4,5,1,2,6,4,4,5,2,2,5,0,6,6,6,
36373, 9/10 14:10:00, 2,1,6,1,2,1,4,4,5,2,2,5,5,6,1,6,
36374, 9/10 14:20:00, 2,1,3,1,2,3,4,4,5,2,2,5,0,6,6,6,
36375, 9/10 14:30:00, 2,3,0,1,2,5,4,4,0,2,2,5,0,6,6,3,
36376, 9/10 14:40:00, 2,1,0,1,2,3,4,4,0,2,2,5,0,6,6,6,
36377, 9/10 14:50:00, 2,1,1,1,2,4,4,4,5,2,2,0,3,6,6,5,
36378, 9/10 15:0:00, 1,0,1,1,1,4,4,4,5,5,5,5,5,3,6,5,
36379, 9/10 15:10:00, 1,0,1,1,1,4,3,4,5,5,0,1,5,0,6,4,
36380, 9/10 15:20:00, 1,0,1,1,1,4,4,4,5,5,5,1,5,0,4,6,
36381, 9/10 15:30:00, 2,2,1,2,2,4,4,4,4,5,5,2,0,0,5,2,
36382, 9/10 15:40:00, 2,2,1,2,2,4,4,5,3,5,5,2,5,6,1,2,
36383, 9/10 15:50:00, 2,2,1,2,2,4,4,6,0,5,5,2,5,6,5,2,
36384, 9/10 16:0:00, 2,2,1,2,2,4,4,3,5,5,0,2,5,6,6,2,
36385, 9/10 16:10:00, 2,2,1,2,2,4,4,1,5,5,5,2,3,6,6,2,
36386, 9/10 16:20:00, 2,2,1,2,2,4,4,6,5,5,5,2,-1,6,6,2,
36387, 9/10 16:30:00, 2,2,0,2,2,4,4,6,5,5,5,2,-1,6,6,2,
36388, 9/10 16:40:00, 2,2,1,2,2,4,4,0,5,5,0,2,-1,6,6,2,
36389, 9/10 16:50:00, 2,2,1,2,2,4,4,0,0,0,0,2,-1,6,6,2,
36390, 9/10 17:0:00, 1,1,4,1,1,0,3,0,0,5,5,-1,-1,6,6,6,
36391, 9/10 17:10:00, 1,1,6,0,1,0,4,0,5,5,5,-1,-1,6,6,6,
36392, 9/10 17:20:00, -1,1,0,0,1,1,0,6,5,-1,5,-1,-1,4,6,6,
36393, 9/10 17:30:00, -1,-1,0,1,1,1,4,-1,5,-1,5,-1,-1,-1,-1,6,
36394, 9/10 17:40:00, -1,-1,1,1,-1,5,4,-1,-1,-1,5,-1,-1,-1,-1,6,
36395, 9/10 17:50:00, -1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36396, 9/10 18:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36397, 9/10 18:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36398, 9/10 18:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36399, 9/10 18:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36400, 9/10 18:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36401, 9/10 18:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36402, 9/10 19:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36403, 9/10 19:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36404, 9/10 19:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36405, 9/10 19:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36406, 9/10 19:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36407, 9/10 19:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36408, 9/10 20:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36409, 9/10 20:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36410, 9/10 20:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36411, 9/10 20:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36412, 9/10 20:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36413, 9/10 20:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36414, 9/10 21:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36415, 9/10 21:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36416, 9/10 21:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36417, 9/10 21:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36418, 9/10 21:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36419, 9/10 21:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36420, 9/10 22:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36421, 9/10 22:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36422, 9/10 22:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36423, 9/10 22:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36424, 9/10 22:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36425, 9/10 22:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36426, 9/10 23:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36427, 9/10 23:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36428, 9/10 23:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36429, 9/10 23:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36430, 9/10 23:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36431, 9/10 23:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36432, 9/11 0:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36433, 9/11 0:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36434, 9/11 0:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36435, 9/11 0:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36436, 9/11 0:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36437, 9/11 0:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36438, 9/11 1:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36439, 9/11 1:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36440, 9/11 1:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36441, 9/11 1:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36442, 9/11 1:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36443, 9/11 1:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36444, 9/11 2:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36445, 9/11 2:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36446, 9/11 2:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36447, 9/11 2:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36448, 9/11 2:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36449, 9/11 2:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36450, 9/11 3:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36451, 9/11 3:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36452, 9/11 3:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36453, 9/11 3:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36454, 9/11 3:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36455, 9/11 3:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36456, 9/11 4:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36457, 9/11 4:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36458, 9/11 4:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36459, 9/11 4:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36460, 9/11 4:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36461, 9/11 4:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36462, 9/11 5:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36463, 9/11 5:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36464, 9/11 5:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36465, 9/11 5:30:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36466, 9/11 5:40:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36467, 9/11 5:50:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36468, 9/11 6:0:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36469, 9/11 6:10:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
36470, 9/11 6:20:00, -1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
